분쟁ID,연도,발생지,정부군(교전A),반군/적대측(교전B),분쟁원인,전쟁강도,분쟁유형,지역,사망자_추정치,사망자_최소,사망자_최대,확전이력,종료여부,사망자규모,분쟁지역명,분쟁시작일,분쟁종료일
227,2011,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,299.0,299.0,348.0,있음,진행중,중규모,,1948-05-01,
227,2012,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,245.0,237.0,278.0,있음,진행중,중규모,,1948-05-01,
227,2013,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,215.0,209.0,236.0,있음,진행중,중규모,,1948-05-01,
227,2014,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,198.0,171.0,245.0,있음,진행중,중규모,,1948-05-01,
227,2015,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,146.0,146.0,205.0,있음,진행중,중규모,,1948-05-01,
227,2016,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,268.0,244.0,323.0,있음,진행중,중규모,,1948-05-01,
227,2017,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,245.0,244.0,246.0,있음,진행중,중규모,,1948-05-01,
227,2018,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,309.0,304.0,321.0,있음,진행중,중규모,,1948-05-01,
227,2019,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,216.0,216.0,217.0,있음,진행중,중규모,,1948-05-01,
227,2020,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,153.0,152.0,175.0,있음,진행중,중규모,,1948-05-01,
227,2021,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,181.0,175.0,193.0,있음,진행중,중규모,,1948-05-01,
227,2022,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,75.0,75.0,75.0,있음,진행중,소규모,,1948-05-01,
227,2023,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,96.0,95.0,97.0,있음,진행중,소규모,,1948-05-01,
227,2024,인도,인도 정부,CPI-Maoist,정부/권력,소규모,내전,아시아,325.0,319.0,360.0,있음,진행중,중규모,,1948-05-01,
228,1948,"이집트, 이라크, 이스라엘, 요르단, 레바논, 시리아","Egypt, Iraq, Jordan, Lebanon, Syria 정부",Government of Israel,영토,전면전,국제화내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-04-15,
228,1949,"이집트, 이라크, 이스라엘, 요르단, 레바논, 시리아","Egypt, Iraq, Jordan, Lebanon, Syria 정부",Government of Israel,영토,소규모,국제화내전,중동/북아프리카,0.0,0.0,0.0,있음,종료,미확인,Palestine,1948-04-15,1949-01-07
229,1948,말레이시아,영국 정부,CPM,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,없음,진행중,미확인,Malaya,1948-06-19,
229,1949,말레이시아,영국 정부,CPM,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1950,말레이시아,영국 정부,CPM,영토,전면전,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1951,말레이시아,영국 정부,CPM,영토,전면전,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1952,말레이시아,영국 정부,CPM,영토,전면전,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1953,말레이시아,영국 정부,CPM,영토,전면전,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1954,말레이시아,영국 정부,CPM,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1955,말레이시아,영국 정부,CPM,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1956,말레이시아,영국 정부,CPM,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,있음,진행중,미확인,Malaya,1948-06-19,
229,1957,말레이시아,영국 정부,CPM,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,있음,종료,미확인,Malaya,1948-06-19,1957-08-31
230,1948,예멘,Yemen (North Yemen) 정부,Opposition coalition,정부/권력,전면전,내전,중동/북아프리카,0.0,0.0,0.0,있음,종료,미확인,,1948-03-15,1948-03-15
230,1962,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,전면전,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1963,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,전면전,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1964,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,전면전,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1965,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,소규모,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1966,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,전면전,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1967,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,전면전,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1968,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,소규모,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1969,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,소규모,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1970,예멘,Yemen (North Yemen) 정부,Royalists,정부/권력,소규모,비국가분쟁,중동/북아프리카,0.0,0.0,0.0,있음,종료,미확인,,1948-03-15,1970-05-23
230,1979,예멘,Yemen (North Yemen) 정부,NDF,정부/권력,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1980,예멘,Yemen (North Yemen) 정부,NDF,정부/권력,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1981,예멘,Yemen (North Yemen) 정부,NDF,정부/권력,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,,1948-03-15,
230,1982,예멘,Yemen (North Yemen) 정부,NDF,정부/권력,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,종료,미확인,,1948-03-15,1982-05-31
230,2009,예멘,Yemen (North Yemen) 정부,AQAP,정부/권력,소규모,비국가분쟁,중동/북아프리카,94.0,94.0,103.0,있음,진행중,소규모,,1948-03-15,
230,2010,예멘,Yemen (North Yemen) 정부,AQAP,정부/권력,소규모,비국가분쟁,중동/북아프리카,175.0,149.0,244.0,있음,진행중,중규모,,1948-03-15,
230,2011,예멘,Yemen (North Yemen) 정부,AQAP,정부/권력,전면전,비국가분쟁,중동/북아프리카,1143.0,1116.0,1204.0,있음,진행중,대규모,,1948-03-15,
230,2012,예멘,Yemen (North Yemen) 정부,AQAP,정부/권력,전면전,비국가분쟁,중동/북아프리카,2366.0,2360.0,2451.0,있음,진행중,대규모,,1948-03-15,
230,2013,예멘,Yemen (North Yemen) 정부,AQAP,정부/권력,소규모,비국가분쟁,중동/북아프리카,578.0,572.0,646.0,있음,진행중,중규모,,1948-03-15,
230,2014,예멘,Yemen (North Yemen) 정부,"Ansarallah, AQAP",정부/권력,전면전,비국가분쟁,중동/북아프리카,1826.0,1793.0,2213.0,있음,진행중,대규모,,1948-03-15,
230,2015,예멘,Yemen (North Yemen) 정부,"Ansarallah, AQAP, Forces of the Presidential Leadership Council",정부/권력,전면전,비국가분쟁,중동/북아프리카,7518.0,6988.0,8607.0,있음,진행중,대규모,,1948-03-15,
230,2016,예멘,Yemen (North Yemen) 정부,"AQAP, Forces of the Presidential Leadership Council",정부/권력,전면전,비국가분쟁,중동/북아프리카,3133.0,3046.0,3260.0,있음,진행중,대규모,,1948-03-15,
230,2017,예멘,Yemen (North Yemen) 정부,"AQAP, Forces of the Presidential Leadership Council, GPC",정부/권력,전면전,비국가분쟁,중동/북아프리카,3164.0,3014.0,3603.0,있음,진행중,대규모,,1948-03-15,
230,2018,예멘,Yemen (North Yemen) 정부,"AQAP, Forces of the Presidential Leadership Council",정부/권력,전면전,비국가분쟁,중동/북아프리카,4650.0,4554.0,6771.0,있음,진행중,대규모,,1948-03-15,
230,2019,예멘,Yemen (North Yemen) 정부,Forces of the Presidential Leadership Council,정부/권력,전면전,비국가분쟁,중동/북아프리카,2634.0,2106.0,3577.0,있음,진행중,대규모,,1948-03-15,
230,2020,예멘,Yemen (North Yemen) 정부,Forces of the Presidential Leadership Council,정부/권력,전면전,비국가분쟁,중동/북아프리카,6260.0,3760.0,16216.0,있음,진행중,대규모,,1948-03-15,
230,2021,예멘,Yemen (North Yemen) 정부,Forces of the Presidential Leadership Council,정부/권력,전면전,비국가분쟁,중동/북아프리카,23357.0,22110.0,33634.0,있음,진행중,대규모,,1948-03-15,
230,2022,예멘,Yemen (North Yemen) 정부,Forces of the Presidential Leadership Council,정부/권력,전면전,비국가분쟁,중동/북아프리카,2920.0,2136.0,3572.0,있음,진행중,대규모,,1948-03-15,
230,2023,예멘,Yemen (North Yemen) 정부,Forces of the Presidential Leadership Council,정부/권력,소규모,비국가분쟁,중동/북아프리카,804.0,735.0,4615.0,있음,진행중,중규모,,1948-03-15,
230,2024,예멘,Yemen (North Yemen) 정부,Forces of the Presidential Leadership Council,정부/권력,소규모,비국가분쟁,중동/북아프리카,779.0,397.0,805.0,있음,진행중,중규모,,1948-03-15,
231,1949,미얀마,Myanmar (Burma) 정부,PNDF,영토,소규모,내전,아시아,0.0,0.0,0.0,없음,진행중,미확인,Kachin,1949-12-31,
231,1950,미얀마,Myanmar (Burma) 정부,PNDF,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,종료,미확인,Kachin,1949-12-31,1950-05-05
231,1961,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1962,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1963,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1964,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1965,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1966,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1967,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1968,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1969,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1970,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1971,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1972,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1973,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1974,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1975,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1976,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1977,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1978,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1979,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1980,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1981,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1982,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1983,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1984,미얀마,Myanmar (Burma) 정부,KIO,영토,전면전,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1985,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1986,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1987,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1988,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Kachin,1949-12-31,
231,1989,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,194.0,194.0,194.0,있음,진행중,중규모,Kachin,1949-12-31,
231,1990,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,25.0,25.0,25.0,있음,진행중,소규모,Kachin,1949-12-31,
231,1991,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,25.0,25.0,25.0,있음,진행중,소규모,Kachin,1949-12-31,
231,1992,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,25.0,25.0,25.0,있음,종료,소규모,Kachin,1949-12-31,1992-12-31
231,2011,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,209.0,208.0,574.0,있음,진행중,중규모,Kachin,1949-12-31,
231,2012,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,702.0,676.0,2198.0,있음,진행중,중규모,Kachin,1949-12-31,
231,2013,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,125.0,117.0,143.0,있음,진행중,중규모,Kachin,1949-12-31,
231,2014,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,83.0,83.0,84.0,있음,진행중,소규모,Kachin,1949-12-31,
231,2015,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,142.0,142.0,224.0,있음,진행중,중규모,Kachin,1949-12-31,
231,2016,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,32.0,31.0,47.0,있음,진행중,소규모,Kachin,1949-12-31,
231,2017,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,43.0,43.0,43.0,있음,진행중,소규모,Kachin,1949-12-31,
231,2018,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,26.0,21.0,52.0,있음,진행중,소규모,Kachin,1949-12-31,
231,2019,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,29.0,29.0,30.0,있음,종료,소규모,Kachin,1949-12-31,2019-11-29
231,2021,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,136.0,132.0,503.0,있음,진행중,중규모,Kachin,1949-12-31,
231,2022,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,276.0,273.0,935.0,있음,진행중,중규모,Kachin,1949-12-31,
231,2023,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,292.0,280.0,725.0,있음,진행중,중규모,Kachin,1949-12-31,
231,2024,미얀마,Myanmar (Burma) 정부,KIO,영토,소규모,내전,아시아,283.0,252.0,522.0,있음,진행중,중규모,Kachin,1949-12-31,
232,1949,"중국, 대만",중국 정부,Government of Taiwan,복합,전면전,국제화내전,아시아,0.0,0.0,0.0,있음,진행중,미확인,Taiwan strait,1949-10-31,
232,1950,"중국, 대만",중국 정부,Government of Taiwan,복합,소규모,국제화내전,아시아,0.0,0.0,0.0,있음,종료,미확인,Taiwan strait,1949-10-31,1950-12-31
232,1954,"중국, 대만",중국 정부,Government of Taiwan,복합,전면전,국제화내전,아시아,0.0,0.0,0.0,있음,종료,미확인,Taiwan strait,1949-10-31,1954-12-31
232,1958,"중국, 대만",중국 정부,Government of Taiwan,복합,전면전,국제화내전,아시아,0.0,0.0,0.0,있음,종료,미확인,Taiwan strait,1949-10-31,1958-12-31
233,1949,과테말라,과테말라 정부,Military faction (Guatemala),정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,종료,미확인,,1949-07-18,1949-07-19
233,1954,과테말라,과테말라 정부,Forces of Carlos Castillo Armas,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,종료,미확인,,1949-07-18,1954-06-27
233,1963,과테말라,과테말라 정부,FAR I,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,종료,미확인,,1949-07-18,1963-12-31
233,1965,과테말라,과테말라 정부,FAR I,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,진행중,미확인,,1949-07-18,
233,1966,과테말라,과테말라 정부,FAR I,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,진행중,미확인,,1949-07-18,
233,1967,과테말라,과테말라 정부,FAR I,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,없음,진행중,미확인,,1949-07-18,
233,1968,과테말라,과테말라 정부,FAR I,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1969,과테말라,과테말라 정부,FAR I,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1970,과테말라,과테말라 정부,"FAR I, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1971,과테말라,과테말라 정부,"FAR I, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1972,과테말라,과테말라 정부,"FAR I, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1973,과테말라,과테말라 정부,"FAR I, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1974,과테말라,과테말라 정부,"FAR I, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1975,과테말라,과테말라 정부,"EGP, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1976,과테말라,과테말라 정부,"EGP, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1977,과테말라,과테말라 정부,"EGP, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1978,과테말라,과테말라 정부,"EGP, FAR II",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1979,과테말라,과테말라 정부,"EGP, FAR II, ORPA",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1980,과테말라,과테말라 정부,"EGP, FAR II, ORPA",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1981,과테말라,과테말라 정부,"EGP, FAR I, FAR II, ORPA",정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1982,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1983,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1984,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1985,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1986,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1987,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1988,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,진행중,미확인,,1949-07-18,
233,1989,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,82.0,82.0,300.0,있음,진행중,소규모,,1949-07-18,
233,1990,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,83.0,83.0,114.0,있음,진행중,소규모,,1949-07-18,
233,1991,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,72.0,72.0,85.0,있음,진행중,소규모,,1949-07-18,
233,1992,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,67.0,67.0,95.0,있음,진행중,소규모,,1949-07-18,
233,1993,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,58.0,58.0,86.0,있음,진행중,소규모,,1949-07-18,
233,1994,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,37.0,37.0,39.0,있음,진행중,소규모,,1949-07-18,
233,1995,과테말라,과테말라 정부,URNG,정부/권력,소규모,내전,아메리카,27.0,21.0,27.0,있음,종료,소규모,,1949-07-18,1995-12-31
234,1949,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Palestine,1948-05-15,
234,1950,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Palestine,1948-05-15,
234,1951,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Palestine,1948-05-15,
234,1952,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Palestine,1948-05-15,
234,1953,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Palestine,1948-05-15,
234,1954,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,없음,진행중,미확인,Palestine,1948-05-15,
234,1955,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1956,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1957,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1958,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1959,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1960,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1961,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1962,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1963,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1964,이스라엘,이스라엘 정부,Palestinian insurgents,영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1965,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1966,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1967,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1968,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1969,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1970,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1971,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1972,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1973,이스라엘,이스라엘 정부,"Non PLO groups, PLO",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1974,이스라엘,이스라엘 정부,"PLO, Rejectionist Front",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
234,1975,이스라엘,이스라엘 정부,"PLO, Rejectionist Front",영토,소규모,내전,중동/북아프리카,0.0,0.0,0.0,있음,진행중,미확인,Palestine,1948-05-15,
